@relation Bank_Note_Authentication-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A5-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute class {0,1}

@data
0.006725,0.033239,-0.429985,-0.450569,0
-0.001476,-0.00049,-0.114169,-0.170041,1
0.020144,-0.011809,-0.147924,-0.132571,0
0.088419,0.019612,-0.653507,-0.775101,1
-0.009983,0.003253,0.001322,-0.045488,1
0.014924,-0.032555,-0.032427,-0.049958,1
-0.03809,-0.024026,-0.008739,0.006537,0
0.045503,0.029411,-0.386683,-0.425295,0
0.027594,-0.055437,0.015926,0.012172,1
-0.050773,-0.000522,0.159304,0.210366,0
-0.040015,-0.028456,-0.001755,0.0252,0
-0.032785,-0.024578,-0.060282,-0.057659,0
0.012603,0.017517,-0.242144,-0.215176,0
-0.012283,0.006031,0.001929,0.023408,0
0.018687,0.034048,-0.298981,-0.303715,0
0.039203,0.014641,-0.275449,-0.253346,0
0.104785,0.024512,-0.528926,-0.518825,0
-0.043693,-0.012849,0.231164,0.287944,0
-0.03604,-0.020985,-0.016957,-0.014802,0
0.078217,-0.093679,-0.37129,-0.36153,1
-0.039483,-0.008687,0.179645,0.231419,0
-0.025395,0.002182,0.061503,0.097085,0
0.020324,-0.019499,-0.087878,-0.036119,0
0.018421,0.016114,-0.041748,-0.007709,0
0.017267,0.03719,-0.419579,-0.406585,0
0.027761,0.02632,-0.693993,-0.821772,1
-0.01776,-0.036698,-0.027642,0.006114,0
0.026506,-0.056324,-0.174494,-0.206147,1
0.062142,0.01492,-0.493796,-0.587505,1
0.015456,0.021485,-0.143602,-0.14861,0
0.033394,0.014643,-0.317333,-0.39612,1
-0.026616,-0.033086,0.01318,0.054897,0
0.014334,-0.006566,0.035531,0.091116,0
0.091685,0.0353,-0.618939,-0.683549,0
0.109474,0.026094,-0.525869,-0.496417,0
-0.004325,0.007705,-0.094399,-0.168258,1
-0.041893,0.017958,-0.062276,-0.027909,0
-0.001,0.013563,-0.169347,-0.146798,0
0.127791,0.028738,-0.634555,-0.610962,0
0.025843,-0.047048,-0.062809,-0.064534,1
-0.060146,0.014045,0.064412,0.120312,0
0.017083,-0.042555,-0.218616,-0.189064,0
-0.007748,-0.045217,0.002474,-0.016806,1
0.024275,0.037529,-0.52394,-0.532593,0
0.025785,0.01656,-0.077887,-0.040832,0
0.007337,-0.037344,-0.093042,-0.13546,1
0.017532,0.00967,-0.043329,-0.008418,0
-0.021123,0.025144,-0.103446,-0.061491,0
0.006926,0.009493,-0.18954,-0.261594,1
0.000107,0.020469,-0.102742,-0.069683,0
0.019855,0.01662,-0.271664,-0.2428,0
-0.011378,0.017249,0.064215,0.118271,0
-0.026324,0.020093,-0.036887,0.00715,0
-0.041938,-0.011618,0.109314,0.163053,0
-0.014936,0.019502,-0.091338,-0.086503,0
0.050543,-0.050584,-0.168953,-0.172195,1
-0.004731,0.023547,-0.327383,-0.414581,1
0.117275,0.033505,-0.806037,-0.82665,0
0.025235,0.035872,-0.344224,-0.343264,0
0.050708,0.032066,-0.43618,-0.443085,0
0.013832,-0.045895,-0.226773,-0.187736,0
0.058544,-0.046399,-0.188565,-0.205181,1
-0.037808,-0.009228,0.174513,0.226339,0
0.109765,0.02929,-0.587491,-0.591316,0
-0.044614,-0.006428,0.15553,0.201573,0
0.06769,-0.082531,-0.250207,-0.260608,1
-0.021187,0.026725,-0.16032,-0.130233,0
0.025321,0.029565,-0.197648,-0.194924,0
-0.020066,0.004277,0.035129,0.061089,0
0.021089,-0.029106,0.040085,0.110592,0
-0.04673,-0.028092,0.085976,0.125476,0
0.109785,0.023674,-0.763553,-0.881301,1
-0.009411,0.03095,-0.105148,-0.084498,0
0.009378,-0.04701,-0.182284,-0.140561,0
0.012737,0.023038,-0.490147,-0.595971,1
0.077203,0.019222,-0.473651,-0.455648,0
-0.00961,-0.000204,-0.02398,-0.082688,1
-0.050827,-0.021152,0.069259,0.094588,0
0.028408,0.036469,-0.420147,-0.419775,0
0.009844,-0.010518,-0.074703,-0.117627,1
-0.022444,0.019729,-0.084982,-0.069703,0
-0.041646,0.016622,-0.024465,0.016748,0
0.035709,-0.003457,-0.101901,-0.145883,1
-0.038498,-0.022111,-0.050251,-0.042341,0
-0.026724,0.012536,-0.067529,-0.120802,1
0.013643,0.017554,-0.353846,-0.444481,1
-0.031103,0.001093,0.059226,0.115523,0
0.011001,-0.03106,0.01229,-0.019546,1
0.01651,-0.054549,-0.094145,-0.115472,1
0.100019,0.024232,-0.607889,-0.60209,0
0.005587,-0.012558,0.000651,-0.024499,1
-0.047694,0.010603,0.032523,0.063116,0
0.005873,-0.033387,-0.052415,-0.095296,1
-0.0351,-0.008432,-0.000954,0.009986,0
0.05388,0.020311,-0.422265,-0.431609,0
-0.004806,0.025501,-0.202097,-0.184876,0
-0.020037,0.022349,0.0088,0.052291,0
0.03061,0.002285,-0.075619,-0.050667,0
0.008963,0.03308,-0.277859,-0.269815,0
0.006816,0.014269,-0.22182,-0.249065,0
-0.051478,-0.02526,0.106433,0.1454,0
-0.054943,-0.022067,0.144772,0.189308,0
-0.004876,-0.035735,-0.046177,-0.088437,1
-0.020124,0.002823,0.027327,0.053294,0
-0.017545,0.017457,0.080533,0.132754,0
-0.021869,-0.029579,-0.111999,-0.122039,0
0.014069,-0.045605,0.143557,0.153338,1
-0.059373,-0.007516,0.102365,0.138129,0
