@relation 'Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.Remove-V-R8,6,11,1,4-5,7,13,12,10,15'

@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute 'marital status' {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute 'capital gain' numeric
@attribute age numeric
@attribute Education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute 'hours per week' numeric
@attribute 'capital loss' numeric
@attribute sex {Female,Male}
@attribute class {<=50K,>50K}

@data
Husband,Married-civ-spouse,0,26,Bachelors,13,Prof-specialty,50,0,Male,<=50K
Husband,Married-civ-spouse,0,30,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,48,HS-grad,9,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,22,Some-college,10,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,32,Some-college,10,Craft-repair,30,0,Male,<=50K
Not-in-family,Never-married,0,33,Doctorate,16,Prof-specialty,45,0,Male,>50K
Husband,Married-civ-spouse,0,31,HS-grad,9,Other-service,40,0,Male,<=50K
Wife,Married-civ-spouse,0,43,Some-college,10,Other-service,20,0,Female,>50K
Not-in-family,Never-married,0,26,Assoc-voc,11,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,0,34,HS-grad,9,Farming-fishing,40,0,Male,<=50K
Wife,Married-civ-spouse,0,50,Bachelors,13,Prof-specialty,40,0,Female,>50K
Unmarried,Separated,0,30,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,17,11th,7,Other-service,20,0,Male,<=50K
Own-child,Never-married,0,35,Masters,14,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,29,Some-college,10,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,4064,27,Assoc-acdm,12,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,32,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Own-child,Never-married,0,34,Bachelors,13,Sales,40,0,Male,>50K
Not-in-family,Separated,0,32,HS-grad,9,Handlers-cleaners,40,0,Female,<=50K
Unmarried,Divorced,0,47,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,40,Some-college,10,Sales,40,0,Female,<=50K
Not-in-family,Never-married,0,26,Assoc-voc,11,Other-service,40,0,Female,<=50K
Not-in-family,Never-married,0,30,HS-grad,9,Other-service,40,0,Female,<=50K
Not-in-family,Divorced,0,54,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,53,Bachelors,13,Prof-specialty,55,0,Male,>50K
Husband,Married-civ-spouse,0,38,Bachelors,13,Exec-managerial,40,0,Male,>50K
Not-in-family,Separated,0,43,7th-8th,4,Farming-fishing,40,0,Male,<=50K
Own-child,Never-married,0,25,Some-college,10,Farming-fishing,20,0,Male,<=50K
Husband,Married-civ-spouse,0,39,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,57,HS-grad,9,Transport-moving,25,0,Male,>50K
Husband,Married-civ-spouse,0,47,HS-grad,9,Other-service,34,0,Male,<=50K
Other-relative,Divorced,0,45,HS-grad,9,Other-service,35,0,Female,<=50K
Not-in-family,Never-married,0,24,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Not-in-family,Divorced,0,32,10th,6,Craft-repair,40,0,Male,<=50K
Not-in-family,Never-married,0,25,Some-college,10,Sales,35,0,Male,<=50K
Not-in-family,Separated,0,57,5th-6th,3,Machine-op-inspct,40,0,Female,<=50K
Wife,Married-civ-spouse,0,28,Bachelors,13,Prof-specialty,24,1977,Female,>50K
Husband,Married-civ-spouse,0,28,HS-grad,9,Sales,51,0,Male,<=50K
Not-in-family,Never-married,0,27,Bachelors,13,Prof-specialty,55,0,Female,<=50K
Not-in-family,Never-married,0,28,Bachelors,13,Adm-clerical,20,0,Female,<=50K
Husband,Married-civ-spouse,0,74,1st-4th,2,?,40,0,Male,<=50K
Husband,Married-civ-spouse,0,44,HS-grad,9,Farming-fishing,42,0,Male,<=50K
Own-child,Never-married,0,27,HS-grad,9,Machine-op-inspct,45,0,Male,<=50K
Husband,Married-civ-spouse,0,61,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Not-in-family,Never-married,0,25,11th,7,Other-service,99,0,Male,<=50K
Own-child,Never-married,0,28,9th,5,Handlers-cleaners,24,0,Female,<=50K
Own-child,Never-married,0,20,Some-college,10,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,33,Assoc-voc,11,Sales,40,0,Male,<=50K
Not-in-family,Divorced,0,38,HS-grad,9,Other-service,40,0,Male,<=50K
Unmarried,Never-married,0,31,HS-grad,9,Sales,25,0,Female,<=50K
Not-in-family,Never-married,0,40,Masters,14,Prof-specialty,45,0,Female,>50K
Husband,Married-civ-spouse,0,43,Some-college,10,Exec-managerial,55,0,Male,>50K
Husband,Married-civ-spouse,0,38,Masters,14,Exec-managerial,60,0,Male,>50K
Own-child,Never-married,0,19,Some-college,10,Exec-managerial,30,0,Male,<=50K
Husband,Married-civ-spouse,0,56,Assoc-acdm,12,Other-service,50,0,Male,<=50K
Not-in-family,Divorced,0,38,Masters,14,Exec-managerial,45,0,Male,>50K
Wife,Married-civ-spouse,0,30,Bachelors,13,?,4,0,Female,<=50K
Wife,Married-civ-spouse,4508,22,HS-grad,9,Priv-house-serv,40,0,Female,<=50K
Own-child,Never-married,0,18,HS-grad,9,Other-service,25,0,Male,<=50K
Not-in-family,Widowed,0,68,Some-college,10,Other-service,20,0,Female,<=50K
Not-in-family,Divorced,0,35,Assoc-voc,11,Transport-moving,50,0,Male,<=50K
Other-relative,Married-civ-spouse,0,42,7th-8th,4,Other-service,48,0,Female,<=50K
Unmarried,Divorced,0,32,10th,6,Craft-repair,40,0,Male,<=50K
Wife,Married-civ-spouse,0,43,Some-college,10,Prof-specialty,40,0,Female,>50K
Unmarried,Never-married,0,30,10th,6,Machine-op-inspct,40,0,Female,<=50K
Husband,Married-civ-spouse,2829,62,Some-college,10,Tech-support,24,0,Male,<=50K
Husband,Married-civ-spouse,0,38,Assoc-voc,11,Machine-op-inspct,40,0,Male,<=50K
Own-child,Never-married,0,27,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Never-married,0,28,Doctorate,16,Prof-specialty,60,0,Female,>50K
Not-in-family,Never-married,0,26,Assoc-voc,11,Other-service,40,0,Male,<=50K
Own-child,Never-married,0,21,Some-college,10,Machine-op-inspct,20,0,Male,<=50K
Other-relative,Never-married,0,19,HS-grad,9,Other-service,40,0,Male,<=50K
Own-child,Never-married,0,20,Some-college,10,Adm-clerical,30,0,Male,<=50K
Not-in-family,Never-married,0,25,Bachelors,13,Protective-serv,40,0,Male,<=50K
Own-child,Never-married,0,28,Some-college,10,Craft-repair,50,0,Male,<=50K
Not-in-family,Never-married,0,36,Assoc-voc,11,Adm-clerical,42,0,Male,>50K
Not-in-family,Never-married,0,23,Bachelors,13,Craft-repair,40,0,Male,<=50K
Wife,Married-civ-spouse,0,24,Bachelors,13,Adm-clerical,50,0,Female,<=50K
Not-in-family,Never-married,0,23,HS-grad,9,Other-service,40,0,Female,<=50K
Own-child,Never-married,0,24,Bachelors,13,Prof-specialty,20,0,Female,<=50K
Not-in-family,Never-married,0,25,HS-grad,9,Other-service,8,0,Male,<=50K
Not-in-family,Never-married,0,24,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,30,HS-grad,9,Exec-managerial,62,0,Male,<=50K
Own-child,Never-married,0,26,Bachelors,13,Sales,45,0,Female,<=50K
Husband,Married-civ-spouse,0,62,Masters,14,?,50,0,Male,<=50K
Wife,Married-civ-spouse,0,36,Some-college,10,Exec-managerial,33,0,Female,<=50K
Husband,Married-civ-spouse,0,45,HS-grad,9,Other-service,40,0,Male,<=50K
Unmarried,Divorced,0,31,Assoc-acdm,12,Sales,45,880,Female,<=50K
Not-in-family,Never-married,0,34,HS-grad,9,Adm-clerical,48,0,Male,<=50K
Husband,Married-civ-spouse,0,65,Bachelors,13,Exec-managerial,44,0,Male,>50K
Unmarried,Divorced,0,42,Assoc-voc,11,Prof-specialty,40,0,Female,<=50K
Not-in-family,Never-married,0,27,Prof-school,15,Prof-specialty,70,0,Male,<=50K
Wife,Married-civ-spouse,0,40,Some-college,10,Sales,40,0,Female,<=50K
Husband,Married-civ-spouse,0,53,Some-college,10,Adm-clerical,40,0,Male,>50K
Husband,Married-civ-spouse,0,54,HS-grad,9,Sales,50,0,Male,>50K
Other-relative,Never-married,0,30,Bachelors,13,Prof-specialty,35,0,Male,<=50K
Husband,Married-civ-spouse,0,59,HS-grad,9,Transport-moving,45,0,Male,>50K
Unmarried,Divorced,0,42,HS-grad,9,Exec-managerial,55,0,Male,<=50K
Not-in-family,Never-married,0,23,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Wife,Married-civ-spouse,0,28,Bachelors,13,Other-service,15,0,Female,<=50K
Own-child,Never-married,0,20,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Never-married,0,22,Some-college,10,Sales,20,0,Female,<=50K
Husband,Married-civ-spouse,0,73,Bachelors,13,?,30,0,Male,<=50K
Husband,Married-civ-spouse,0,47,Some-college,10,Craft-repair,40,1977,Male,>50K
Husband,Married-civ-spouse,0,44,Some-college,10,Machine-op-inspct,40,0,Male,<=50K
Not-in-family,Divorced,0,40,12th,8,Craft-repair,40,0,Male,<=50K
Wife,Married-civ-spouse,0,37,Assoc-voc,11,Tech-support,37,0,Female,>50K
Own-child,Divorced,0,39,HS-grad,9,Machine-op-inspct,50,0,Male,<=50K
Husband,Married-civ-spouse,7688,49,Some-college,10,Sales,40,0,Male,>50K
Not-in-family,Divorced,0,44,Some-college,10,Other-service,45,0,Male,<=50K
Wife,Married-civ-spouse,0,27,9th,5,Machine-op-inspct,37,0,Female,<=50K
Husband,Married-civ-spouse,0,50,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,39,Bachelors,13,Prof-specialty,40,0,Male,>50K
Unmarried,Never-married,0,41,HS-grad,9,Sales,40,0,Female,<=50K
Husband,Married-civ-spouse,0,55,Bachelors,13,Protective-serv,40,0,Male,>50K
Husband,Married-civ-spouse,0,53,1st-4th,2,Other-service,35,0,Male,<=50K
Unmarried,Divorced,0,53,Masters,14,Prof-specialty,50,0,Female,<=50K
Husband,Married-civ-spouse,0,31,Masters,14,Exec-managerial,70,2415,Male,>50K
Not-in-family,Never-married,0,21,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Separated,0,30,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Not-in-family,Widowed,0,74,HS-grad,9,?,10,0,Female,<=50K
Not-in-family,Never-married,0,53,Masters,14,Exec-managerial,60,0,Female,>50K
Husband,Married-civ-spouse,0,47,Some-college,10,Craft-repair,47,1485,Male,<=50K
Not-in-family,Divorced,0,60,Bachelors,13,Exec-managerial,40,0,Female,>50K
Unmarried,Separated,0,59,9th,5,Machine-op-inspct,40,0,Female,<=50K
Not-in-family,Never-married,0,37,Bachelors,13,Exec-managerial,48,0,Male,>50K
Husband,Married-civ-spouse,0,47,Bachelors,13,Craft-repair,40,1740,Male,<=50K
Husband,Married-civ-spouse,0,49,9th,5,Craft-repair,40,0,Male,<=50K
Other-relative,Never-married,0,73,Some-college,10,Prof-specialty,11,0,Female,<=50K
Unmarried,Divorced,0,58,HS-grad,9,Other-service,20,0,Female,<=50K
Own-child,Never-married,0,18,11th,7,?,15,0,Male,<=50K
Own-child,Never-married,0,35,Some-college,10,Handlers-cleaners,40,0,Male,<=50K
Wife,Married-civ-spouse,0,24,Some-college,10,Prof-specialty,50,0,Female,<=50K
Not-in-family,Widowed,0,62,HS-grad,9,Adm-clerical,38,0,Female,<=50K
Wife,Married-civ-spouse,0,58,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,15024,51,Some-college,10,Adm-clerical,40,0,Male,>50K
Own-child,Never-married,0,21,HS-grad,9,Sales,40,0,Male,<=50K
Husband,Married-civ-spouse,0,30,Bachelors,13,Craft-repair,40,0,Male,<=50K
Not-in-family,Never-married,0,27,Assoc-voc,11,Prof-specialty,36,1876,Female,<=50K
Husband,Married-civ-spouse,5178,25,Bachelors,13,Tech-support,40,0,Male,>50K
Not-in-family,Never-married,0,31,HS-grad,9,Craft-repair,45,0,Male,<=50K
Unmarried,Never-married,0,31,HS-grad,9,Other-service,34,0,Female,<=50K
Husband,Married-civ-spouse,5178,44,Some-college,10,Craft-repair,50,0,Male,>50K
Husband,Married-civ-spouse,99999,52,Doctorate,16,Prof-specialty,65,0,Male,>50K
Husband,Married-civ-spouse,0,30,Assoc-acdm,12,Sales,40,0,Male,<=50K
Own-child,Never-married,0,29,HS-grad,9,Transport-moving,40,0,Male,<=50K
Not-in-family,Divorced,0,36,11th,7,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,54,Bachelors,13,Farming-fishing,50,0,Male,<=50K
Not-in-family,Separated,0,59,Some-college,10,Protective-serv,40,0,Male,>50K
Not-in-family,Never-married,0,55,Some-college,10,Adm-clerical,45,0,Male,<=50K
Not-in-family,Never-married,0,70,Assoc-voc,11,?,30,0,Male,<=50K
Own-child,Never-married,0,22,Assoc-acdm,12,Adm-clerical,20,0,Female,<=50K
Not-in-family,Divorced,0,42,HS-grad,9,Machine-op-inspct,40,0,Female,<=50K
Wife,Married-civ-spouse,0,36,Assoc-acdm,12,Sales,40,0,Female,<=50K
Husband,Married-civ-spouse,0,32,Bachelors,13,Prof-specialty,40,0,Male,>50K
Husband,Married-civ-spouse,0,44,7th-8th,4,Craft-repair,40,0,Male,<=50K
Unmarried,Never-married,0,22,HS-grad,9,?,45,0,Male,<=50K
Not-in-family,Married-spouse-absent,0,25,11th,7,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,31,HS-grad,9,Transport-moving,50,0,Male,<=50K
Own-child,Never-married,0,33,HS-grad,9,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,54,Assoc-acdm,12,Sales,50,0,Male,>50K
Not-in-family,Never-married,0,42,HS-grad,9,Exec-managerial,48,0,Male,<=50K
Husband,Married-civ-spouse,0,49,HS-grad,9,Transport-moving,44,0,Male,<=50K
Husband,Married-civ-spouse,0,30,HS-grad,9,Adm-clerical,44,0,Male,<=50K
Unmarried,Divorced,0,54,HS-grad,9,Exec-managerial,45,0,Female,<=50K
Unmarried,Never-married,0,39,Some-college,10,Transport-moving,40,0,Male,<=50K
Own-child,Never-married,0,24,Some-college,10,Machine-op-inspct,40,0,Male,<=50K
Own-child,Never-married,0,21,HS-grad,9,Adm-clerical,44,0,Female,<=50K
Unmarried,Never-married,0,23,9th,5,Other-service,30,0,Female,<=50K
Unmarried,Divorced,0,54,HS-grad,9,Adm-clerical,42,0,Female,<=50K
Not-in-family,Never-married,0,23,Masters,14,Sales,20,0,Female,<=50K
Unmarried,Divorced,0,39,HS-grad,9,Machine-op-inspct,40,1726,Male,<=50K
Not-in-family,Never-married,0,23,Some-college,10,Prof-specialty,25,0,Male,<=50K
Other-relative,Widowed,0,67,HS-grad,9,?,8,0,Female,<=50K
Wife,Married-civ-spouse,0,19,11th,7,?,40,0,Female,<=50K
Husband,Married-civ-spouse,0,41,Some-college,10,Machine-op-inspct,40,1902,Male,>50K
Not-in-family,Never-married,0,32,11th,7,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,57,HS-grad,9,Craft-repair,40,0,Male,<=50K
Other-relative,Never-married,0,18,HS-grad,9,Adm-clerical,30,0,Female,<=50K
Husband,Married-civ-spouse,7688,60,Doctorate,16,Prof-specialty,60,0,Male,>50K
Own-child,Never-married,0,21,Some-college,10,Machine-op-inspct,40,0,Female,<=50K
Other-relative,Widowed,0,53,Some-college,10,Adm-clerical,22,0,Female,<=50K
Husband,Married-civ-spouse,7688,38,Bachelors,13,Exec-managerial,55,0,Male,>50K
Not-in-family,Never-married,0,21,Some-college,10,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Divorced,0,53,Doctorate,16,Exec-managerial,55,0,Female,>50K
Not-in-family,Never-married,0,24,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,36,Assoc-acdm,12,Other-service,40,0,Male,<=50K
Not-in-family,Never-married,0,29,Masters,14,Exec-managerial,60,0,Male,<=50K
Not-in-family,Never-married,0,23,Some-college,10,Sales,40,0,Male,<=50K
Husband,Married-civ-spouse,0,44,Some-college,10,Exec-managerial,50,0,Male,<=50K
Husband,Married-civ-spouse,0,32,Masters,14,Prof-specialty,48,0,Male,<=50K
Not-in-family,Never-married,0,25,Bachelors,13,Exec-managerial,50,0,Female,<=50K
Unmarried,Divorced,0,41,HS-grad,9,Craft-repair,27,0,Male,<=50K
Own-child,Never-married,0,18,HS-grad,9,Other-service,30,0,Female,<=50K
Husband,Married-civ-spouse,0,57,Some-college,10,Craft-repair,45,1672,Male,<=50K
Not-in-family,Widowed,10520,62,Bachelors,13,Exec-managerial,50,0,Male,>50K
Own-child,Never-married,0,29,Bachelors,13,Handlers-cleaners,40,0,Male,<=50K
Own-child,Never-married,0,19,HS-grad,9,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,0,35,Prof-school,15,Prof-specialty,65,0,Male,>50K
Husband,Married-civ-spouse,0,52,Bachelors,13,Prof-specialty,50,0,Male,>50K
Unmarried,Never-married,0,28,10th,6,Machine-op-inspct,40,0,Female,<=50K
Own-child,Never-married,0,38,HS-grad,9,Other-service,40,0,Male,<=50K
Unmarried,Widowed,0,42,Some-college,10,Sales,40,0,Female,<=50K
Not-in-family,Never-married,0,41,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Not-in-family,Never-married,0,23,Bachelors,13,Prof-specialty,38,0,Male,<=50K
Husband,Married-civ-spouse,0,31,Masters,14,Sales,76,0,Male,>50K
Not-in-family,Never-married,0,31,5th-6th,3,Machine-op-inspct,45,0,Male,<=50K
Husband,Married-civ-spouse,0,46,Masters,14,Prof-specialty,40,0,Male,>50K
Own-child,Never-married,0,18,11th,7,Sales,20,0,Female,<=50K
Husband,Married-civ-spouse,0,57,Masters,14,Tech-support,38,0,Male,>50K
Not-in-family,Never-married,0,25,Assoc-voc,11,Adm-clerical,38,0,Female,<=50K
Husband,Married-civ-spouse,0,32,Masters,14,Exec-managerial,40,0,Male,>50K
Own-child,Never-married,0,27,9th,5,Farming-fishing,40,0,Male,<=50K
Husband,Married-civ-spouse,7688,46,Bachelors,13,Prof-specialty,45,0,Male,>50K
Own-child,Never-married,0,17,10th,6,?,17,0,Female,<=50K
Unmarried,Never-married,0,43,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Married-spouse-absent,0,56,Bachelors,13,Prof-specialty,40,0,Female,>50K
Wife,Married-civ-spouse,0,19,HS-grad,9,Craft-repair,40,0,Female,<=50K
Own-child,Never-married,0,20,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,42,Some-college,10,Machine-op-inspct,45,0,Male,<=50K
Unmarried,Widowed,0,90,HS-grad,9,Transport-moving,99,0,Male,<=50K
Not-in-family,Separated,0,25,11th,7,Machine-op-inspct,35,0,Male,<=50K
Not-in-family,Never-married,0,27,HS-grad,9,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,0,48,HS-grad,9,Transport-moving,44,0,Male,<=50K
Not-in-family,Never-married,0,48,Some-college,10,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,27,HS-grad,9,Craft-repair,48,0,Male,<=50K
Unmarried,Widowed,0,46,Bachelors,13,Tech-support,38,0,Female,<=50K
Other-relative,Married-civ-spouse,0,32,5th-6th,3,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,22,Assoc-voc,11,Tech-support,40,0,Male,<=50K
Wife,Married-AF-spouse,0,24,Bachelors,13,Prof-specialty,40,0,Female,>50K
Husband,Married-civ-spouse,0,31,HS-grad,9,Craft-repair,65,0,Male,<=50K
Not-in-family,Never-married,0,20,Some-college,10,Prof-specialty,18,0,Female,<=50K
Not-in-family,Never-married,2176,28,Prof-school,15,Prof-specialty,40,0,Male,<=50K
Husband,Married-civ-spouse,0,40,HS-grad,9,Exec-managerial,60,0,Male,>50K
Husband,Married-civ-spouse,0,39,HS-grad,9,Machine-op-inspct,40,0,Male,>50K
Husband,Married-civ-spouse,0,54,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,59,Some-college,10,Protective-serv,42,0,Male,<=50K
Own-child,Never-married,0,17,11th,7,Sales,18,0,Female,<=50K
Own-child,Never-married,0,25,Some-college,10,Craft-repair,80,0,Male,<=50K
Husband,Married-civ-spouse,0,49,HS-grad,9,Protective-serv,40,0,Male,>50K
Not-in-family,Divorced,34095,55,HS-grad,9,Exec-managerial,60,0,Male,<=50K
Husband,Married-civ-spouse,0,39,HS-grad,9,Craft-repair,40,0,Male,<=50K
Not-in-family,Widowed,0,67,Some-college,10,Prof-specialty,16,0,Female,<=50K
Unmarried,Never-married,0,28,HS-grad,9,Other-service,40,0,Male,<=50K
Husband,Married-civ-spouse,0,35,9th,5,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,44,HS-grad,9,Adm-clerical,48,0,Male,>50K
Husband,Married-civ-spouse,0,51,Masters,14,Prof-specialty,47,0,Male,>50K
Own-child,Widowed,0,55,Bachelors,13,Farming-fishing,40,0,Male,<=50K
Husband,Married-civ-spouse,0,45,HS-grad,9,Protective-serv,78,0,Male,>50K
Husband,Married-civ-spouse,0,32,HS-grad,9,Craft-repair,48,0,Male,<=50K
Unmarried,Divorced,0,45,Some-college,10,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,15024,45,Masters,14,Exec-managerial,60,0,Male,>50K
Not-in-family,Never-married,0,35,Bachelors,13,Sales,40,0,Male,>50K
Husband,Married-civ-spouse,0,55,HS-grad,9,Transport-moving,44,0,Male,<=50K
Husband,Married-civ-spouse,0,59,Some-college,10,Craft-repair,40,0,Male,>50K
Not-in-family,Never-married,0,22,HS-grad,9,Adm-clerical,55,0,Female,<=50K
Unmarried,Widowed,0,46,Masters,14,Exec-managerial,35,0,Female,<=50K
Own-child,Never-married,0,23,HS-grad,9,Farming-fishing,40,0,Male,<=50K
Husband,Married-civ-spouse,0,47,Bachelors,13,Exec-managerial,45,0,Male,>50K
Husband,Married-civ-spouse,0,34,HS-grad,9,Craft-repair,30,0,Male,<=50K
Own-child,Divorced,0,51,11th,7,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,40,Assoc-voc,11,Sales,50,0,Male,<=50K
Own-child,Never-married,0,24,Some-college,10,Adm-clerical,12,0,Male,<=50K
Not-in-family,Never-married,0,20,Some-college,10,Farming-fishing,72,0,Male,<=50K
Unmarried,Divorced,1831,44,Some-college,10,Transport-moving,50,0,Male,<=50K
Unmarried,Divorced,0,26,HS-grad,9,Craft-repair,40,0,Male,<=50K
Unmarried,Separated,0,35,HS-grad,9,Adm-clerical,38,0,Female,<=50K
Unmarried,Never-married,0,23,Some-college,10,Machine-op-inspct,40,0,Male,<=50K
Not-in-family,Divorced,0,40,HS-grad,9,Craft-repair,50,0,Male,<=50K
Husband,Married-civ-spouse,0,49,HS-grad,9,Protective-serv,40,0,Male,<=50K
Not-in-family,Never-married,0,32,HS-grad,9,Machine-op-inspct,45,0,Male,<=50K
Unmarried,Divorced,0,28,Assoc-voc,11,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,15024,51,Masters,14,Exec-managerial,60,0,Male,>50K
Husband,Married-civ-spouse,0,62,Assoc-voc,11,Exec-managerial,50,0,Male,>50K
Husband,Married-civ-spouse,0,31,Some-college,10,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,47,Assoc-acdm,12,Protective-serv,40,0,Male,>50K
Not-in-family,Never-married,0,36,Assoc-voc,11,Tech-support,3,0,Female,<=50K
Not-in-family,Never-married,0,44,HS-grad,9,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,18,HS-grad,9,?,20,0,Female,<=50K
Husband,Married-civ-spouse,0,46,Bachelors,13,Exec-managerial,40,0,Male,>50K
Not-in-family,Never-married,0,32,HS-grad,9,Craft-repair,40,0,Male,<=50K
Unmarried,Divorced,0,51,Assoc-acdm,12,Transport-moving,30,0,Female,<=50K
Husband,Married-civ-spouse,0,48,Bachelors,13,Exec-managerial,45,0,Male,>50K
Unmarried,Never-married,0,28,Bachelors,13,Machine-op-inspct,40,0,Female,<=50K
Husband,Married-civ-spouse,0,57,Some-college,10,Tech-support,60,0,Male,>50K
Husband,Married-civ-spouse,0,33,Assoc-voc,11,Sales,40,0,Male,<=50K
Not-in-family,Separated,0,42,HS-grad,9,Machine-op-inspct,15,0,Male,<=50K
Own-child,Never-married,0,17,10th,6,Other-service,40,0,Male,<=50K
Not-in-family,Separated,0,63,9th,5,?,40,0,Male,<=50K
Husband,Married-civ-spouse,0,31,Bachelors,13,Exec-managerial,55,0,Male,>50K
Not-in-family,Never-married,4650,34,Masters,14,?,30,0,Male,<=50K
Not-in-family,Never-married,0,35,Some-college,10,Machine-op-inspct,40,1974,Male,<=50K
Own-child,Never-married,0,20,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Wife,Married-civ-spouse,0,36,HS-grad,9,Exec-managerial,40,0,Female,<=50K
Not-in-family,Never-married,0,24,Some-college,10,Sales,24,0,Female,<=50K
Husband,Married-civ-spouse,0,33,Some-college,10,Transport-moving,50,0,Male,>50K
Husband,Married-civ-spouse,0,36,Some-college,10,Adm-clerical,40,0,Male,<=50K
Unmarried,Divorced,0,31,Bachelors,13,Exec-managerial,40,0,Female,<=50K
Unmarried,Divorced,3418,29,Assoc-acdm,12,Sales,40,0,Female,<=50K
Husband,Married-civ-spouse,0,47,Bachelors,13,Sales,60,0,Male,>50K
Husband,Married-civ-spouse,5178,30,Doctorate,16,Prof-specialty,75,0,Male,>50K
Husband,Married-civ-spouse,0,34,HS-grad,9,Farming-fishing,50,0,Male,<=50K
Other-relative,Never-married,0,23,HS-grad,9,Machine-op-inspct,40,0,Female,<=50K
Not-in-family,Divorced,0,33,Assoc-voc,11,Adm-clerical,40,0,Male,<=50K
Not-in-family,Divorced,0,59,10th,6,Machine-op-inspct,40,0,Female,<=50K
Not-in-family,Divorced,0,67,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Not-in-family,Divorced,0,26,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,2885,27,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Own-child,Married-civ-spouse,0,20,HS-grad,9,Prof-specialty,36,0,Female,<=50K
Own-child,Never-married,0,24,Bachelors,13,Adm-clerical,39,0,Male,<=50K
Not-in-family,Divorced,0,44,Assoc-voc,11,Tech-support,40,0,Male,<=50K
Husband,Married-civ-spouse,0,31,HS-grad,9,Craft-repair,40,0,Male,>50K
Husband,Married-civ-spouse,0,28,Prof-school,15,Prof-specialty,60,0,Male,<=50K
Own-child,Never-married,0,19,HS-grad,9,Other-service,20,0,Female,<=50K
