@relation Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N10-R4-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {<=50K,>50K}

@data
0,46.765372,-635094.533713,-62.353829,635073.749103,-12.124356,-635087.60551,-634990.610664,-635078.945256,634990.610664,<=50K
-1.732051,60.621778,-196324.494936,-50.229473,196303.710327,-15.588457,-196321.030835,-196230.964193,-196308.906479,196232.696244,>50K
1.732051,77.942286,-671136.778968,-48.497423,671110.798205,-15.588457,-671129.850764,-671046.712326,-671115.994358,671046.712326,>50K
-1.732051,84.87049,-665556.111266,-65.817931,665538.790758,-17.320508,-665552.647164,-665452.188217,-665535.326656,665446.992065,<=50K
-1082.531755,69.282032,-576274.088288,-53.693575,575177.700127,1070.407399,-575188.092432,-575110.150145,-576261.963932,575103.221942,<=50K
1.732051,26089.881314,-370504.720298,-20.78461,344458.140254,-22.51666,-318461.789683,-344406.178729,-344459.872304,344407.91078,>50K
0,7092.748057,-557526.370347,-60.621778,550461.335103,-22.51666,-543444.797281,-550373.000511,-550463.067153,550376.464613,<=50K
-1.732051,12704.592674,-291367.3189,-43.30127,278704.295446,-20.78461,-266084.573262,-278631.549312,-278706.027497,278635.013414,>50K
0,71.014083,-316346.955647,-45.033321,316324.438986,-22.51666,-316343.491545,-316255.156954,-316324.438986,316253.424903,<=50K
-1.732051,98.726896,-463609.379408,-45.033321,463588.594798,-20.78461,-463609.379408,-463515.848664,-463588.594798,463521.044817,<=50K
-1.732051,86.60254,-710478.581011,-48.497423,710462.992553,-13.856406,-710475.116909,-710393.710521,-710466.456655,710395.442572,<=50K
0,46.765372,-632919.077899,-60.621778,632908.685594,-8.660254,-632917.345848,-632837.671511,-632912.149695,632837.671511,<=50K
0,45.033321,-355671.437182,-48.497423,355652.384623,-13.856406,-355666.241029,-355584.834641,-355657.580775,355584.834641,<=50K
0,34.641016,-174942.327717,-32.908965,174933.667463,-6.928203,-174945.791818,-174888.634142,-174940.595666,174881.705939,<=50K
0,72.746134,-342031.537072,-48.497423,342012.484513,-13.856406,-342026.34092,-341944.934532,-342017.680666,341944.934532,<=50K
1.732051,12940.151583,-357815.716082,-46.765372,344925.793972,-22.51666,-332079.173132,-344854.779889,-344929.258073,344847.851685,>50K
-1.732051,77.942286,-332536.434545,-46.765372,332513.917885,-17.320508,-332531.238393,-332446.367903,-332519.114037,332446.367903,>50K
-1.732051,50.229473,-86929.897981,-48.497423,86909.113371,-15.588457,-86926.433879,-86841.56339,-86914.309524,86841.56339,<=50K
0,105.655099,-125485.348958,-51.961524,125469.7605,-10.392305,-125483.616907,-125405.67462,-125474.956653,125403.94257,>50K
-1.732051,36.373067,-430452.730799,-46.765372,430433.67824,-12.124356,-430450.998748,-430367.860309,-430438.874392,430364.396207,<=50K
0,45.033321,-308571.779572,-53.693575,308545.79881,-20.78461,-308570.047521,-308467.856523,-308547.53086,308471.320625,>50K
0,98.726896,-613203.143556,-48.497423,613187.555099,-12.124356,-613201.411505,-613118.273066,-613189.28715,613118.273066,>50K
0,57.157677,-248727.692119,-46.765372,248708.63956,-20.78461,-248727.692119,-248634.161376,-248701.711357,248637.625477,<=50K
1.732051,62.353829,-380900.489245,-46.765372,380884.900788,-17.320508,-380900.489245,-380812.154654,-380883.168737,380810.422603,<=50K
0,6415.516191,-733362.43628,-41.569219,726979.829054,-20.78461,-720635.326946,-726908.814971,-726985.025207,726910.547022,<=50K
1.732051,13383.55659,-280725.598738,-39.837169,267381.879317,-24.248711,-254090.12142,-267312.597285,-267385.343418,267314.329335,>50K
0,57.157677,-229697.649897,-69.282032,229671.669134,-20.78461,-229692.453744,-229572.942238,-229673.401185,229578.138391,>50K
-1.732051,62.353829,-50988.111673,-50.229473,50974.255267,-15.588457,-50988.111673,-50910.169387,-50977.719368,50903.241184,<=50K
1.732051,88.334591,-53243.241825,-64.08588,53227.653367,-17.320508,-53244.973875,-53144.514929,-53232.84952,53142.782878,<=50K
0,112.583302,-365180.396115,-48.497423,365157.879455,-15.588457,-365176.932014,-365090.329473,-365163.075607,365090.329473,>50K
-3.464102,58.889727,-434919.689831,-46.765372,434900.637272,-15.588457,-434916.22573,-434829.623189,-434905.833425,434833.087291,>50K
0,58.889727,-379390.140941,-48.497423,379379.748636,-8.660254,-379388.40889,-379310.466604,-379383.212737,379310.466604,<=50K
-1.732051,93.530744,-61900.031761,-74.478185,61872.318948,-25.980762,-61896.567659,-61766.663849,-61877.5151,61770.12795,>50K
0,76.210236,-621626.106633,-48.497423,621607.054074,-13.856406,-621620.910481,-621539.504093,-621612.250227,621539.504093,<=50K
0,65.817931,-430793.944808,-43.30127,430776.6243,-20.78461,-430795.676859,-430705.610217,-430780.088401,430709.074318,<=50K
1.732051,72.746134,-135004.700196,-57.157677,134994.307891,-12.124356,-135002.968145,-134925.025859,-134994.307891,134916.365605,<=50K
0,50.229473,-52086.231885,-36.373067,52068.911377,-12.124356,-52081.035733,-52018.681904,-52070.643428,52013.485751,<=50K
3.464102,50.229473,-439610.083418,-53.693575,439596.227012,-15.588457,-439608.351367,-439520.016776,-439597.959063,439520.016776,<=50K
-1.732051,103.923048,-71985.763613,-48.497423,71975.371309,-17.320508,-71989.227715,-71902.625175,-71975.371309,71902.625175,<=50K
0,39.837169,-102461.197573,-62.353829,102442.145014,-12.124356,-102454.269369,-102360.738626,-102443.877064,102360.738626,<=50K
-1.732051,71.014083,-595162.102344,-67.549981,595146.513887,-15.588457,-595165.566446,-595063.375448,-595144.781836,595059.911347,<=50K
0,43.30127,-374157.615451,-48.497423,374136.830841,-12.124356,-374150.687248,-374072.744961,-374142.026994,374069.28086,<=50K
1.732051,62.353829,-284991.639877,-43.30127,284967.391166,-20.78461,-284989.907827,-284896.377083,-284969.123217,284899.841185,<=50K
0,46.765372,-261473.854012,-71.014083,261463.461707,-3.464102,-261470.389911,-261385.519421,-261466.925809,261383.78737,<=50K
-1.732051,45.033321,-423493.350654,-62.353829,423477.762197,-13.856406,-423489.886552,-423394.623758,-423481.226298,423396.355809,<=50K
0,41.569219,-345277.400286,-64.08588,345261.811828,-17.320508,-345277.400286,-345175.209288,-345261.811828,345176.941339,<=50K
0,102.190998,-262206.511504,-74.478185,262177.06664,-25.980762,-262201.315351,-262073.143592,-262180.530742,262074.875642,>50K
-1.732051,83.138439,-205610.019316,-50.229473,205597.89496,-13.856406,-205608.287265,-205526.880877,-205596.162909,205521.684725,<=50K
-1.732051,77.942286,-380396.46246,-48.497423,380375.67785,-15.588457,-380392.998358,-380308.127869,-380380.874003,380306.395818,<=50K
0,34.641016,-319696.741909,-46.765372,319682.885502,-13.856406,-319695.009858,-319613.60347,-319686.349604,319613.60347,<=50K
-1.732051,84.87049,-427648.540541,-74.478185,427627.755931,-24.248711,-427652.004643,-427525.564934,-427632.952084,427525.564934,<=50K
0,124.707658,-421652.180645,-65.817931,421643.520391,-8.660254,-421646.984493,-421567.310156,-421645.252442,421563.846054,<=50K
0,76.210236,-118352.763732,-62.353829,118328.515021,-20.78461,-118351.031681,-118233.252226,-118331.979122,118234.984277,<=50K
0,100.458947,-97594.134803,-43.30127,97568.154041,-20.78461,-97588.938651,-97495.407907,-97569.886092,97500.60406,<=50K
1.732051,72.746134,-330137.544177,-48.497423,330115.027516,-24.248711,-330132.348024,-330044.013433,-330115.027516,330040.549331,<=50K
-6753.266099,91.798693,-243114.115452,-60.621778,236352.189099,6751.534048,-236359.117302,-236288.103219,-243110.65135,236282.907067,<=50K
-3812.243827,71.014083,-40746.495248,-79.674337,36910.002709,3782.798964,-36929.055268,-36806.079661,-40715.318334,36804.34761,>50K
0,46.765372,-212255.898264,-55.425626,212247.23801,-10.392305,-212252.434163,-212179.688029,-212248.970061,212176.223927,<=50K
0,110.851252,-368180.308114,-15.588457,368166.451708,-12.124356,-368178.576063,-368135.274793,-368171.64786,368133.542742,<=50K
-1.732051,60.621778,-194862.644055,-39.837169,194852.25175,-12.124356,-194862.644055,-194793.362022,-194855.715851,194793.362022,<=50K
0,142.028166,-255877.597853,-24.248711,255870.66965,-3.464102,-255875.865802,-255841.224786,-255875.865802,255841.224786,<=50K
-1.732051,79.674337,-512816.942851,-67.549981,512799.622343,-15.588457,-512816.942851,-512716.483904,-512804.818495,512714.751853,>50K
0,26093.345416,-282639.514881,-39.837169,256580.810481,-29.444864,-230587.924012,-256511.528449,-256584.274582,256514.99255,>50K
0,11135.354642,-98250.582059,-5.196152,87212.222263,-22.51666,-76218.895787,-87175.849196,-87213.954314,87175.849196,<=50K
0,71.014083,-530883.964825,-48.497423,530863.180215,-13.856406,-530878.768672,-530797.362284,-530868.376367,530797.362284,<=50K
-3465.833666,41.569219,-363796.48752,-41.569219,360316.797448,3453.70931,-360328.921803,-360252.711568,-363786.095215,360250.979517,<=50K
-1.732051,90.066642,-283891.787615,-46.765372,283872.735056,-19.052559,-283890.055564,-283801.720973,-283872.735056,283801.720973,<=50K
-1.732051,36.373067,-197360.261319,-45.033321,197341.20876,-15.588457,-197358.529268,-197275.39083,-197346.404913,197273.658779,<=50K
-1.732051,72.746134,-548763.925311,-124.707658,548744.872752,-15.588457,-548763.925311,-548604.576637,-548753.533006,548601.112535,<=50K
0,31.176915,-92441.283651,-46.765372,92430.891346,-5.196152,-92441.283651,-92375.46572,-92434.355448,92373.733669,<=50K
0,77.942286,-165000.356081,-69.282032,164989.963777,-13.856406,-164998.624031,-164906.825338,-164993.427878,164899.897135,<=50K
0,100.458947,-221252.170159,-48.497423,221229.653498,-15.588457,-221248.706057,-221162.103517,-221234.849651,221162.103517,>50K
0,60.621778,-115520.860662,-46.765372,115501.808103,-15.588457,-115515.664509,-115434.258121,-115507.004255,115434.258121,<=50K
0,3978.520705,-363495.11068,-20.78461,359618.780972,-13.856406,-355773.628179,-359578.943804,-359623.977125,359578.943804,<=50K
-3294.360636,98.726896,-346027.378285,-29.444864,342710.500989,3280.50423,-342724.357395,-342660.271515,-346010.057777,342662.003566,>50K
0,81.406388,-323569.607514,-39.837169,323557.483159,-12.124356,-323567.875464,-323495.12933,-323560.94726,323496.86138,<=50K
0,51.961524,-267267.563964,-17.320508,267251.975506,-13.856406,-267264.099862,-267206.942185,-267248.511405,267208.674236,<=50K
0,39.837169,-178527.672889,-46.765372,178510.35238,-10.392305,-178524.208787,-178444.53445,-178515.548533,178441.070348,<=50K
-2979.127389,31.176915,-161501.61345,-24.248711,158503.433502,2972.199186,-158520.75401,-158465.328384,-161489.489094,158461.864283,<=50K
0,107.38715,-763160.638374,-50.229473,763151.97812,-1.732051,-763158.906323,-763100.016595,-763155.442221,763100.016595,<=50K
1.732051,76.210236,-368767.473338,-65.817931,368744.956677,-24.248711,-368765.741287,-368651.425934,-368748.420779,368646.229781,>50K
1.732051,50.229473,-290993.195926,-72.746134,290965.483113,-24.248711,-290991.463875,-290863.292115,-290970.679265,290863.292115,>50K
0,38.105118,-655529.269141,-10.392305,655510.216582,-13.856406,-655527.53709,-655479.039667,-655515.412734,655477.307616,<=50K
-3266.647823,74.478185,-261719.805227,-74.478185,258423.71254,3244.131163,-258447.961251,-258319.789492,-261695.556516,258321.521542,>50K
-1.732051,41.569219,-266032.611738,-45.033321,266011.827128,-12.124356,-266027.415585,-265944.277147,-266017.02328,265944.277147,<=50K
-1.732051,55.425626,-198577.893037,-8.660254,198562.30458,-15.588457,-198577.893037,-198529.395614,-198565.768681,198527.663564,<=50K
-3.464102,64.08588,-596674.182699,-91.798693,596656.862191,-15.588457,-596672.450649,-596544.278889,-596660.326293,596546.01094,<=50K
0,39.837169,-326155.55937,-50.229473,326145.167065,-8.660254,-326157.291421,-326079.349135,-326146.899116,326077.617084,<=50K
0,53.693575,-183505.586909,-50.229473,183489.998452,-12.124356,-183500.390757,-183422.448471,-183489.998452,183415.520268,<=50K
-1.732051,74.478185,-377299.555616,-25.980762,377287.43126,-17.320508,-377299.555616,-377242.397939,-377287.43126,377242.397939,<=50K
-1.732051,34.641016,-657373.903251,5.196152,657353.118641,-12.124356,-657372.1712,-657340.994285,-657358.314793,657339.262235,<=50K
0,7652.200468,-314760.397107,-46.765372,307146.301757,-17.320508,-299568.579474,-307075.287674,-307144.569706,307075.287674,>50K
-1.732051,62.353829,-221577.795711,-15.588457,221560.475203,-15.588457,-221577.795711,-221527.566237,-221558.743152,221529.298288,<=50K
-1.732051,81.406388,-46895.275615,-50.229473,46883.151259,-12.124356,-46891.811513,-46813.869227,-46888.347412,46808.673075,<=50K
0,43.30127,-433088.912128,-64.08588,433078.519823,-8.660254,-433088.912128,-433004.041638,-433081.983925,433000.577537,<=50K
-3424.264447,60.621778,-62835.339197,-91.798693,59393.754242,3410.40804,-59409.3427,-59286.367092,-62826.678943,59282.902991,>50K
0,102.190998,-534543.788181,-64.08588,534523.003571,-13.856406,-534535.127927,-534436.401031,-534528.199724,534438.133082,<=50K
-1.732051,4676.53718,-374500.561511,3.464102,369919.287125,-13.856406,-365369.189653,-369903.698668,-369922.751227,369905.430718,<=50K
-1.732051,55.425626,-407241.517926,-43.30127,407222.465368,-19.052559,-407243.249977,-407147.987183,-407220.733317,407153.183335,<=50K
0,55.425626,-649364.900316,-55.425626,649351.04391,-8.660254,-649364.900316,-649285.225979,-649352.775961,649286.95803,<=50K
0,122.975607,-205923.520512,3.464102,205902.735902,-20.78461,-205923.520512,-205875.023089,-205902.735902,205878.487191,<=50K
-5.196152,93.530744,-387504.798974,-50.229473,387487.478466,-15.588457,-387501.334873,-387416.464383,-387490.942568,387414.732332,<=50K
0,147.224319,-287579.323784,-64.08588,287568.931479,-13.856406,-287577.591733,-287482.328939,-287575.859682,287482.328939,<=50K
3.464102,96.994845,-477952.492145,-58.889727,477943.831891,-6.928203,-477954.224196,-477879.746011,-477950.760095,477878.013961,<=50K
-4181.170649,64.08588,-344104.801889,-88.334591,339897.650477,4155.189887,-339920.167138,-339779.871022,-344078.821127,339781.603073,>50K
-3.464102,45.033321,-188947.690547,-72.746134,188932.10209,-13.856406,-188947.690547,-188838.571346,-188935.566191,188838.571346,<=50K
-3.464102,100.458947,-180727.377414,-48.497423,180710.056906,-15.588457,-180725.645363,-180640.774874,-180713.521008,180642.506925,>50K
-1.732051,98.726896,-339282.772441,-48.497423,339267.183983,-13.856406,-339279.308339,-339197.901951,-339270.648085,339199.634002,<=50K
3.464102,50.229473,-677041.340171,-41.569219,677022.287612,-15.588457,-677036.144018,-676963.397884,-677024.019663,676958.201732,<=50K
0,32.908965,-342521.707451,-17.320508,342509.583095,-8.660254,-342516.511298,-342478.406181,-342511.315146,342473.210028,<=50K
0,65.817931,-765663.451791,-46.765372,765642.667181,-15.588457,-765659.987689,-765575.117199,-765647.863333,765575.117199,>50K
-1.732051,45.033321,-76599.946965,-50.229473,76582.626457,-12.124356,-76599.946965,-76511.612374,-76584.358507,76515.076475,<=50K
0,72.746134,-198406.420007,-43.30127,198383.903347,-20.78461,-198406.420007,-198311.157213,-198387.367448,198316.353365,<=50K
0,67.549981,-438863.56952,-39.837169,438849.713114,-12.124356,-438863.56952,-438789.091335,-438851.445165,438790.823386,>50K
0,32.908965,-476035.111901,-3.464102,476016.059343,-10.392305,-476031.6478,-475995.274733,-476021.255495,475993.542682,<=50K
0,39.837169,-557327.184504,-41.569219,557311.596047,-15.588457,-557323.720402,-557245.778116,-557315.060148,557245.778116,<=50K
0,60.621778,-369342.514206,-84.87049,369321.729596,-20.78461,-369340.782155,-369203.950141,-369321.729596,369209.146294,>50K
0,38.105118,-290631.197307,-46.765372,290615.60885,-12.124356,-290629.465256,-290548.058868,-290619.072951,290548.058868,<=50K
1.732051,110.851252,-610932.424947,-74.478185,610911.640338,-17.320508,-610930.692897,-610821.573696,-610920.300592,610818.109594,<=50K
1.732051,95.262794,-547381.748767,-60.621778,547371.356462,-6.928203,-547381.748767,-547305.538531,-547376.552614,547305.538531,<=50K
-1.732051,46.765372,-369650.81925,-51.961524,369640.426945,-10.392305,-369650.81925,-369572.876963,-369643.891047,369572.876963,<=50K
0,136.832014,-350726.432126,-6.928203,350714.307771,-12.124356,-350722.968025,-350686.594958,-350716.039821,350681.398805,<=50K
0,133.367912,-253326.287013,-34.641016,253302.038302,-25.980762,-253326.287013,-253232.75627,-253305.502404,253234.488321,<=50K
0,98.726896,-780387.615706,-43.30127,780365.099045,-22.51666,-780387.615706,-780295.817013,-780368.563147,780297.549064,>50K
-3247.595264,76.210236,-140741.252471,-46.765372,137471.140546,3228.542705,-137490.193105,-137400.126463,-140720.467861,137398.394412,<=50K
-1.732051,74.478185,-338212.365042,-48.497423,338196.776584,-13.856406,-338208.90094,-338127.494552,-338200.240686,338129.226603,>50K
0,79.674337,-100351.559689,-24.248711,100335.971232,-13.856406,-100346.363537,-100296.134063,-100339.435333,100290.937911,<=50K
0,57.157677,-1651680.185996,-46.765372,1651662.865488,-13.856406,-1651676.721894,-1651593.583456,-1651664.597539,1651595.315506,>50K
0,8772.83734,-180285.704458,-48.497423,171583.881201,-17.320508,-162916.69896,-171514.599169,-171587.345303,171516.33122,<=50K
-1.732051,8381.393858,-345698.288632,-74.478185,337384.444756,-24.248711,-329110.438048,-337278.789656,-337386.176806,337277.057605,>50K
0,76.210236,-269001.346822,-77.942286,268973.634009,-20.78461,-268996.150669,-268867.97891,-268975.36606,268873.175062,>50K
-1.732051,116.047404,-353497.713418,-55.425626,353482.124961,-17.320508,-353495.981368,-353404.182675,-353487.321114,353404.182675,<=50K
1.732051,57.157677,-374633.929423,-51.961524,374614.876864,-19.052559,-374639.125576,-374533.470476,-374611.412763,374538.666629,>50K
-1.732051,64.08588,-616384.92089,-48.497423,616365.868331,-24.248711,-616384.92089,-616287.926044,-616358.940127,616296.586298,>50K
0,38.105118,-515094.589663,-45.033321,515077.269155,-12.124356,-515089.39351,-515006.255072,-515077.269155,515006.255072,<=50K
0,51.961524,-737216.249327,-76.210236,737197.196768,-13.856406,-737211.053175,-737103.666025,-737200.66087,737103.666025,<=50K
-1.732051,112.583302,-252242.023208,-55.425626,252235.095005,-8.660254,-252243.755259,-252167.545023,-252238.559106,252169.277074,<=50K
-1.732051,46.765372,-200154.059272,-81.406388,200135.006713,-13.856406,-200152.327221,-200034.547766,-200140.202865,200032.815715,<=50K
0,58.889727,-425206.348903,-53.693575,425187.296344,-17.320508,-425201.15275,-425116.282261,-425185.564293,425119.746362,<=50K
1.732051,71.014083,-246742.761894,-50.229473,246721.977284,-19.052559,-246744.493945,-246642.302947,-246721.977284,246645.767049,<=50K
0,69.282032,-232150.23384,-48.497423,232139.841535,-8.660254,-232151.965891,-232075.755655,-232143.305637,232072.291554,<=50K
0,88.334591,-307222.511993,-13.856406,307205.191484,-10.392305,-307219.047891,-307175.746621,-307208.655586,307172.282519,<=50K
-3.464102,60.621778,-66259.603644,-83.138439,66242.283135,-15.588457,-66257.871593,-66138.360087,-66245.747237,66140.092138,<=50K
0,107.38715,-374029.443691,-41.569219,374020.783437,-1.732051,-374027.71164,-373975.750116,-374031.175742,373972.286015,<=50K
1.732051,83.138439,-200564.555313,-55.425626,200542.038653,-19.052559,-200559.359161,-200465.828417,-200547.234805,200465.828417,<=50K
0,81.406388,-294750.014127,-74.478185,294736.157721,-10.392305,-294744.817975,-294644.359028,-294739.621822,294637.430825,<=50K
1.732051,26102.00567,-641478.87299,-43.30127,615432.292945,-20.78461,-589432.478273,-615361.278862,-615434.024996,615364.742964,>50K
0,76.210236,-201217.538468,-48.497423,201200.21796,-13.856406,-201212.342315,-201132.667978,-201203.682061,201130.935927,<=50K
0,60.621778,-702602.945989,-124.707658,702597.749836,-1.732051,-702599.481887,-702467.846026,-702601.213938,702460.917822,<=50K
0,60.621778,-387016.360646,-69.282032,386995.576037,-17.320508,-387011.164494,-386902.045293,-387000.772189,386905.509395,>50K
-1.732051,62.353829,-72108.739221,-109.119201,72094.882814,-10.392305,-72105.275119,-71973.639258,-72096.614865,71977.103359,<=50K
-3292.628585,74.478185,-261718.073176,-60.621778,258399.463829,3273.576026,-258421.980489,-258311.129238,-261695.556516,258314.593339,>50K
-3422.532396,86.60254,-494952.570822,-74.478185,491502.325613,3400.015735,-491528.306375,-491398.402565,-494928.32211,491400.134615,>50K
-1.732051,39.837169,-188017.579263,-48.497423,187998.526704,-15.588457,-188017.579263,-187929.244672,-188001.990806,187930.976723,<=50K
-1.732051,50.229473,-367755.955666,-72.746134,367749.027463,-13.856406,-367759.419768,-367653.764669,-367752.491565,367653.764669,<=50K
0,96.994845,-299816.262739,-32.908965,299800.674282,-13.856406,-299811.066587,-299745.248656,-299804.138384,299746.980707,<=50K
-3.464102,79.674337,-46401.641135,-51.961524,46384.320627,-13.856406,-46399.909084,-46313.306544,-46387.784728,46316.770645,<=50K
0,98.726896,-55060.163122,-65.817931,55046.306715,-8.660254,-55056.69902,-54970.09648,-55048.038766,54971.828531,>50K
0,48.497423,-327785.41918,-50.229473,327773.294824,-10.392305,-327783.687129,-327707.476894,-327778.490977,327705.744843,<=50K
0,4541.437217,-288966.696481,-50.229473,284452.972076,-13.856406,-279965.228434,-284387.154146,-284456.436178,284381.957993,<=50K
0,57.157677,-416516.650001,-48.497423,416504.525645,-13.856406,-416514.91795,-416433.511562,-416499.329493,416428.31541,<=50K
0,48.497423,-456613.626196,-53.693575,456591.109536,-20.78461,-456611.894145,-456513.167249,-456596.305688,456516.631351,>50K
0,50.229473,-129063.765926,-43.30127,129037.785164,-20.78461,-129058.569774,-128965.03903,-129039.517215,128970.235182,>50K
-1.732051,74.478185,-456412.708302,-50.229473,456400.583947,-13.856406,-456409.244201,-456331.301915,-456405.780099,456326.105762,<=50K
-1.732051,65.817931,-82644.804283,-46.765372,82630.947877,-12.124356,-82644.804283,-82559.933794,-82632.679927,82558.201743,<=50K
-1.732051,45.033321,-401226.105472,-46.765372,401207.052913,-12.124356,-401224.373421,-401141.234982,-401212.249065,401137.770881,<=50K
0,95.262794,-674621.665192,-58.889727,674595.68443,-24.248711,-674619.933142,-674509.08189,-674599.148532,674510.813941,>50K
-1.732051,64.08588,-192493.19855,-50.229473,192477.610093,-12.124356,-192489.734448,-192411.792162,-192481.074194,192410.060111,<=50K
-1.732051,60.621778,-263822.514907,-48.497423,263801.730298,-15.588457,-263819.050806,-263734.180316,-263806.92645,263734.180316,>50K
0,39.837169,-485220.177334,-46.765372,485204.588877,-12.124356,-485218.445283,-485138.770946,-485209.785029,485137.038895,<=50K
0,57.157677,-1056204.582456,-32.908965,1056182.065795,-15.588457,-1056197.654252,-1056133.568372,-1056185.529897,1056133.568372,<=50K
0,69.282032,-319516.608625,-77.942286,319502.752218,-10.392305,-319514.876574,-319409.221475,-319507.948371,319409.221475,<=50K
3.464102,76.210236,-374857.363977,-50.229473,374834.847317,-17.320508,-374850.435774,-374769.029386,-374834.847317,374765.565284,<=50K
1.732051,83.138439,-561501.42695,-65.817931,561485.838493,-17.320508,-561497.962848,-561402.700054,-561491.034645,561395.771851,<=50K
-1.732051,12697.66447,-533450.864122,-38.105118,520794.768871,-15.588457,-508166.386433,-520728.95094,-520794.768871,520732.415042,>50K
0,72.746134,-1037510.558089,-46.765372,1037493.237581,-20.78461,-1037510.558089,-1037415.295295,-1037486.309378,1037415.295295,<=50K
0,96.994845,-243741.117844,-43.30127,243718.601184,-20.78461,-243741.117844,-243645.85505,-243722.065285,243651.051202,>50K
-1.732051,74.478185,-454228.592234,-45.033321,454216.467878,-10.392305,-454225.128133,-454145.453795,-454219.93198,454145.453795,<=50K
0,48.497423,-533722.796098,-46.765372,533703.743539,-12.124356,-533719.331997,-533639.65766,-533708.939692,533637.925609,<=50K
-1.732051,95.262794,-257372.3577,-55.425626,257368.893598,-10.392305,-257375.821802,-257296.147464,-257363.697446,257299.611566,<=50K
-3552.436206,86.60254,-338867.080247,-45.033321,335295.591482,3538.5798,-335309.447888,-335231.505602,-338853.22384,335231.505602,<=50K
0,50.229473,-395626.385211,-50.229473,395610.796754,-13.856406,-395624.65316,-395541.514721,-395607.332652,395538.05062,<=50K
1.732051,48.497423,-236279.442965,-57.157677,236248.266051,-29.444864,-236275.978864,-236159.93146,-236246.534,236163.395561,>50K
-1.732051,36.373067,-529098.220442,-98.726896,529080.899934,-13.856406,-529098.220442,-528963.120479,-529086.096086,528961.388428,<=50K
1.732051,86.60254,-303256.115643,-46.765372,303226.670779,-24.248711,-303254.383592,-303152.192595,-303231.866932,303152.192595,>50K
0,74.478185,-58922.636423,-96.994845,58900.119762,-20.78461,-58924.368473,-58780.608256,-58905.315915,58780.608256,>50K
0,53.693575,-209931.486081,-67.549981,209917.629674,-13.856406,-209931.486081,-209831.027134,-209919.361725,209831.027134,<=50K
0,38.105118,-375619.466333,-20.78461,375598.681723,-19.052559,-375616.002231,-375555.380453,-375605.609926,375557.112504,<=50K
0,60.621778,-140807.070401,-90.066642,140779.357588,-22.51666,-140801.874249,-140666.774286,-140781.089639,140668.506337,>50K
-1.732051,31.176915,-368833.291269,-3.464102,368812.506659,-13.856406,-368831.559218,-368791.722049,-368817.702811,368789.989998,<=50K
-1.732051,32.908965,-369037.673264,-50.229473,369022.084807,-13.856406,-369041.137365,-368954.534825,-369022.084807,368954.534825,<=50K
-1.732051,55.425626,-381818.476173,-95.262794,381797.691563,-22.51666,-381818.476173,-381667.787753,-381794.227462,381674.715956,>50K
-1.732051,48.497423,-127352.499728,-50.229473,127335.17922,-20.78461,-127355.96383,-127250.30873,-127333.447169,127257.236934,<=50K
-1.732051,34.641016,-532399.509281,-3.464102,532380.456722,-13.856406,-532397.777231,-532356.208011,-532385.652875,532356.208011,<=50K
-1.732051,64.08588,-659265.302733,-36.373067,659244.518123,-20.78461,-659263.570682,-659180.432243,-659241.054021,659183.896345,>50K
0,62.353829,-207851.293061,-46.765372,207830.508451,-15.588457,-207847.828959,-207762.95847,-207835.704603,207762.95847,<=50K
0,12695.932419,-345227.170812,-77.942286,332557.219155,-27.712813,-319939.229022,-332451.564056,-332557.219155,332451.564056,>50K
0,43.30127,-567296.868952,-57.157677,567277.816393,-17.320508,-567293.404851,-567199.874107,-567281.280495,567201.606158,<=50K
0,38.105118,-381629.682635,-46.765372,381610.630076,-17.320508,-381627.950584,-381539.615993,-381610.630076,381539.615993,<=50K
-1.732051,64.08588,-730307.098656,-32.908965,730291.510198,-15.588457,-730305.366605,-730237.816623,-730288.046097,730234.352522,<=50K
0,4970.985818,-272018.579329,-86.60254,267097.822984,-17.320508,-262211.707656,-266993.899936,-267099.555035,266997.364038,<=50K
1.732051,72.746134,-60701.452602,-10.392305,60680.667992,-20.78461,-60703.184653,-60644.294925,-60684.132094,60646.026976,<=50K
0,107.38715,-655153.414115,24.248711,655127.433353,-24.248711,-655151.682065,-655123.969252,-655130.897455,655125.701302,>50K
0,53.693575,-468052.089729,-43.30127,468033.03717,-19.052559,-468057.285882,-467960.291037,-468027.841018,467960.291037,<=50K
0,41.569219,-441569.032882,-53.693575,441555.176475,-10.392305,-441567.300831,-441489.358544,-441558.640577,441487.626494,<=50K
0,76.210236,-106971.457875,-39.837169,106954.137367,-12.124356,-106969.725825,-106895.24764,-106955.869418,106896.979691,<=50K
-1.732051,36.373067,-238825.557652,-12.124356,238809.969195,-15.588457,-238825.557652,-238773.596128,-238813.433297,238775.328179,<=50K
-3888.454063,124.707658,-582005.44441,-43.30127,578091.009585,3869.401504,-578113.526245,-578019.995502,-581982.92775,578023.459604,>50K
-3.464102,45.033321,-385466.175174,-48.497423,385448.854666,-15.588457,-385464.443123,-385379.572633,-385452.318767,385381.304684,>50K
